LineId,Time,Level,Content,EventId,EventTemplate,ParameterList
123,Sun Dec 04 05:12:26 2005,notice,jk2_init() Found child 25798 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['25798', '7']"
124,Sun Dec 04 05:12:26 2005,notice,jk2_init() Found child 25803 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['25803', '8']"
125,Sun Dec 04 05:12:28 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
126,Sun Dec 04 05:12:28 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
127,Sun Dec 04 05:12:28 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
128,Sun Dec 04 05:12:28 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
129,Sun Dec 04 05:12:30 2005,notice,jk2_init() Found child 25805 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['25805', '9']"
130,Sun Dec 04 05:12:30 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
131,Sun Dec 04 05:12:30 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
132,Sun Dec 04 05:15:09 2005,error,[client 222.166.160.184] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>,"['222.166.160.184', '/var/www/html/']"
133,Sun Dec 04 05:15:13 2005,notice,jk2_init() Found child 1000 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['1000', '10']"
134,Sun Dec 04 05:15:16 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
135,Sun Dec 04 05:15:16 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
136,Sun Dec 04 06:01:00 2005,notice,jk2_init() Found child 32347 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32347', '6']"
137,Sun Dec 04 06:01:00 2005,notice,jk2_init() Found child 32348 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32348', '7']"
138,Sun Dec 04 06:01:21 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
139,Sun Dec 04 06:01:21 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
140,Sun Dec 04 06:01:30 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
141,Sun Dec 04 06:01:42 2005,notice,jk2_init() Found child 32352 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32352', '9']"
142,Sun Dec 04 06:01:42 2005,notice,jk2_init() Found child 32353 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32353', '10']"
143,Sun Dec 04 06:01:42 2005,notice,jk2_init() Found child 32354 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32354', '6']"
144,Sun Dec 04 06:02:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
145,Sun Dec 04 06:02:02 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,['7']
146,Sun Dec 04 06:02:05 2005,notice,jk2_init() Found child 32359 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32359', '9']"
147,Sun Dec 04 06:02:05 2005,notice,jk2_init() Found child 32360 in scoreboard slot 11,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32360', '11']"
148,Sun Dec 04 06:02:05 2005,notice,jk2_init() Found child 32358 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32358', '8']"
149,Sun Dec 04 06:02:05 2005,notice,jk2_init() Found child 32355 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32355', '7']"
150,Sun Dec 04 06:02:07 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
151,Sun Dec 04 06:02:07 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,['7']
152,Sun Dec 04 06:02:07 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
153,Sun Dec 04 06:02:07 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
154,Sun Dec 04 06:02:07 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
155,Sun Dec 04 06:02:07 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
156,Sun Dec 04 06:02:07 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
157,Sun Dec 04 06:02:07 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
158,Sun Dec 04 06:06:00 2005,notice,jk2_init() Found child 32388 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32388', '8']"
159,Sun Dec 04 06:06:00 2005,notice,jk2_init() Found child 32387 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32387', '7']"
160,Sun Dec 04 06:06:00 2005,notice,jk2_init() Found child 32386 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32386', '6']"
161,Sun Dec 04 06:06:10 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
162,Sun Dec 04 06:06:11 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
163,Sun Dec 04 06:06:12 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
164,Sun Dec 04 06:06:12 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
165,Sun Dec 04 06:06:20 2005,notice,jk2_init() Found child 32389 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32389', '9']"
166,Sun Dec 04 06:06:24 2005,notice,jk2_init() Found child 32391 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32391', '10']"
167,Sun Dec 04 06:06:24 2005,notice,jk2_init() Found child 32390 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32390', '8']"
168,Sun Dec 04 06:06:24 2005,notice,jk2_init() Found child 32392 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32392', '6']"
169,Sun Dec 04 06:06:26 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
170,Sun Dec 04 06:06:26 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,['7']
171,Sun Dec 04 06:06:26 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
172,Sun Dec 04 06:06:26 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
173,Sun Dec 04 06:06:26 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
174,Sun Dec 04 06:06:26 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
175,Sun Dec 04 06:06:26 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
176,Sun Dec 04 06:06:26 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,['7']
177,Sun Dec 04 06:11:11 2005,notice,jk2_init() Found child 32410 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32410', '7']"
178,Sun Dec 04 06:11:11 2005,notice,jk2_init() Found child 32411 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32411', '9']"
179,Sun Dec 04 06:12:31 2005,notice,jk2_init() Found child 32423 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32423', '9']"
180,Sun Dec 04 06:12:31 2005,notice,jk2_init() Found child 32422 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32422', '8']"
181,Sun Dec 04 06:12:31 2005,notice,jk2_init() Found child 32419 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32419', '6']"
182,Sun Dec 04 06:12:31 2005,notice,jk2_init() Found child 32421 in scoreboard slot 11,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32421', '11']"
183,Sun Dec 04 06:12:31 2005,notice,jk2_init() Found child 32420 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32420', '7']"
184,Sun Dec 04 06:12:31 2005,notice,jk2_init() Found child 32424 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32424', '10']"
185,Sun Dec 04 06:12:37 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
186,Sun Dec 04 06:12:37 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
187,Sun Dec 04 06:12:37 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
188,Sun Dec 04 06:12:37 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
189,Sun Dec 04 06:12:37 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
190,Sun Dec 04 06:12:40 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
191,Sun Dec 04 06:12:40 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
192,Sun Dec 04 06:12:40 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
193,Sun Dec 04 06:12:40 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,['7']
194,Sun Dec 04 06:12:40 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,['7']
195,Sun Dec 04 06:12:59 2005,notice,jk2_init() Found child 32425 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32425', '6']"
196,Sun Dec 04 06:13:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
197,Sun Dec 04 06:13:01 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
198,Sun Dec 04 06:16:10 2005,notice,jk2_init() Found child 32432 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32432', '7']"
199,Sun Dec 04 06:16:10 2005,notice,jk2_init() Found child 32434 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32434', '9']"
200,Sun Dec 04 06:16:10 2005,notice,jk2_init() Found child 32433 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32433', '8']"
201,Sun Dec 04 06:16:21 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
202,Sun Dec 04 06:16:21 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
203,Sun Dec 04 06:16:23 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
204,Sun Dec 04 06:16:23 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,['7']
205,Sun Dec 04 06:16:21 2005,notice,jk2_init() Found child 32435 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32435', '10']"
206,Sun Dec 04 06:16:21 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
207,Sun Dec 04 06:16:23 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
208,Sun Dec 04 06:16:37 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
209,Sun Dec 04 06:16:39 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
210,Sun Dec 04 06:16:51 2005,notice,jk2_init() Found child 32436 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32436', '6']"
211,Sun Dec 04 06:16:51 2005,notice,jk2_init() Found child 32437 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32437', '7']"
212,Sun Dec 04 06:17:02 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
213,Sun Dec 04 06:17:02 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
214,Sun Dec 04 06:17:05 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
215,Sun Dec 04 06:17:06 2005,notice,jk2_init() Found child 32438 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32438', '8']"
216,Sun Dec 04 06:17:18 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
217,Sun Dec 04 06:17:24 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
218,Sun Dec 04 06:17:23 2005,notice,jk2_init() Found child 32440 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32440', '10']"
219,Sun Dec 04 06:17:23 2005,notice,jk2_init() Found child 32439 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32439', '9']"
220,Sun Dec 04 06:17:23 2005,notice,jk2_init() Found child 32441 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32441', '6']"
221,Sun Dec 04 06:17:33 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
222,Sun Dec 04 06:17:33 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
223,Sun Dec 04 06:17:35 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
224,Sun Dec 04 06:17:35 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,['7']
225,Sun Dec 04 06:17:55 2005,notice,jk2_init() Found child 32442 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32442', '7']"
226,Sun Dec 04 06:17:55 2005,notice,jk2_init() Found child 32443 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32443', '8']"
227,Sun Dec 04 06:17:55 2005,notice,jk2_init() Found child 32444 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32444', '9']"
228,Sun Dec 04 06:18:08 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
229,Sun Dec 04 06:18:08 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
230,Sun Dec 04 06:18:11 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,['7']
231,Sun Dec 04 06:18:11 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
232,Sun Dec 04 06:18:12 2005,notice,jk2_init() Found child 32445 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32445', '10']"
233,Sun Dec 04 06:18:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
234,Sun Dec 04 06:18:31 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
235,Sun Dec 04 06:18:41 2005,notice,jk2_init() Found child 32447 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32447', '7']"
236,Sun Dec 04 06:18:39 2005,notice,jk2_init() Found child 32446 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32446', '6']"
237,Sun Dec 04 06:18:40 2005,notice,jk2_init() Found child 32448 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32448', '8']"
