LineId,Date,Time,Level,Process,Component,Content,EventId,EventTemplate,ParameterList
70,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to <*>,"['MSRA-SA-39.fareast.corp.microsoft.com', '/default-rack']"
71,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to <*>,"['MSRA-SA-41.fareast.corp.microsoft.com', '/default-rack']"
72,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000002 Task Transitioned from NEW to SCHEDULED,E102,<*> Task Transitioned from NEW to SCHEDULED,"['t', 'a', 's', 'k', '_', '1', '4', '4', '5', '1', '4', '4', '4', '2', '3', '7', '2', '2', '_', '0', '0', '2', '0', '_', 'm', '_', '0', '0', '0', '0', '0', '2']"
73,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to <*>,"['MSRA-SA-39.fareast.corp.microsoft.com', '/default-rack']"
74,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to <*>,"['MSRA-SA-41.fareast.corp.microsoft.com', '/default-rack']"
75,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000003 Task Transitioned from NEW to SCHEDULED,E102,<*> Task Transitioned from NEW to SCHEDULED,"['t', 'a', 's', 'k', '_', '1', '4', '4', '5', '1', '4', '4', '4', '2', '3', '7', '2', '2', '_', '0', '0', '2', '0', '_', 'm', '_', '0', '0', '0', '0', '0', '3']"
76,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to <*>,"['MSRA-SA-39.fareast.corp.microsoft.com', '/default-rack']"
77,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to <*>,"['MSRA-SA-41.fareast.corp.microsoft.com', '/default-rack']"
78,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000004 Task Transitioned from NEW to SCHEDULED,E102,<*> Task Transitioned from NEW to SCHEDULED,"['t', 'a', 's', 'k', '_', '1', '4', '4', '5', '1', '4', '4', '4', '2', '3', '7', '2', '2', '_', '0', '0', '2', '0', '_', 'm', '_', '0', '0', '0', '0', '0', '4']"
79,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to <*>,"['MSRA-SA-39.fareast.corp.microsoft.com', '/default-rack']"
80,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to <*>,"['MSRA-SA-41.fareast.corp.microsoft.com', '/default-rack']"
81,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000005 Task Transitioned from NEW to SCHEDULED,E102,<*> Task Transitioned from NEW to SCHEDULED,"['t', 'a', 's', 'k', '_', '1', '4', '4', '5', '1', '4', '4', '4', '2', '3', '7', '2', '2', '_', '0', '0', '2', '0', '_', 'm', '_', '0', '0', '0', '0', '0', '5']"
82,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to <*>,"['MSRA-SA-39.fareast.corp.microsoft.com', '/default-rack']"
83,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to <*>,"['MSRA-SA-41.fareast.corp.microsoft.com', '/default-rack']"
84,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000006 Task Transitioned from NEW to SCHEDULED,E102,<*> Task Transitioned from NEW to SCHEDULED,"['t', 'a', 's', 'k', '_', '1', '4', '4', '5', '1', '4', '4', '4', '2', '3', '7', '2', '2', '_', '0', '0', '2', '0', '_', 'm', '_', '0', '0', '0', '0', '0', '6']"
85,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to <*>,"['MSRA-SA-39.fareast.corp.microsoft.com', '/default-rack']"
86,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to <*>,"['MSRA-SA-41.fareast.corp.microsoft.com', '/default-rack']"
87,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000007 Task Transitioned from NEW to SCHEDULED,E102,<*> Task Transitioned from NEW to SCHEDULED,"['t', 'a', 's', 'k', '_', '1', '4', '4', '5', '1', '4', '4', '4', '2', '3', '7', '2', '2', '_', '0', '0', '2', '0', '_', 'm', '_', '0', '0', '0', '0', '0', '7']"
88,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to <*>,"['MSRA-SA-39.fareast.corp.microsoft.com', '/default-rack']"
89,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to <*>,"['MSRA-SA-41.fareast.corp.microsoft.com', '/default-rack']"
90,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000008 Task Transitioned from NEW to SCHEDULED,E102,<*> Task Transitioned from NEW to SCHEDULED,"['t', 'a', 's', 'k', '_', '1', '4', '4', '5', '1', '4', '4', '4', '2', '3', '7', '2', '2', '_', '0', '0', '2', '0', '_', 'm', '_', '0', '0', '0', '0', '0', '8']"
91,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to <*>,"['MSRA-SA-39.fareast.corp.microsoft.com', '/default-rack']"
92,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to <*>,"['MSRA-SA-41.fareast.corp.microsoft.com', '/default-rack']"
93,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000009 Task Transitioned from NEW to SCHEDULED,E102,<*> Task Transitioned from NEW to SCHEDULED,"['t', 'a', 's', 'k', '_', '1', '4', '4', '5', '1', '4', '4', '4', '2', '3', '7', '2', '2', '_', '0', '0', '2', '0', '_', 'm', '_', '0', '0', '0', '0', '0', '9']"
94,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_r_000000 Task Transitioned from NEW to SCHEDULED,E102,<*> Task Transitioned from NEW to SCHEDULED,"['t', 'a', 's', 'k', '_', '1', '4', '4', '5', '1', '4', '4', '4', '2', '3', '7', '2', '2', '_', '0', '0', '2', '0', '_', 'r', '_', '0', '0', '0', '0', '0', '0']"
95,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000000_0 TaskAttempt Transitioned from NEW to UNASSIGNED,E17,<*> TaskAttempt Transitioned from NEW to UNASSIGNED,"['a', 't', 't', 'e', 'm', 'p', 't', '_', '1', '4', '4', '5', '1', '4', '4', '4', '2', '3', '7', '2', '2', '_', '0', '0', '2', '0', '_', 'm', '_', '0', '0', '0', '0', '0', '0', '_', '0']"
96,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from NEW to UNASSIGNED,E17,<*> TaskAttempt Transitioned from NEW to UNASSIGNED,"['a', 't', 't', 'e', 'm', 'p', 't', '_', '1', '4', '4', '5', '1', '4', '4', '4', '2', '3', '7', '2', '2', '_', '0', '0', '2', '0', '_', 'm', '_', '0', '0', '0', '0', '0', '1', '_', '0']"
97,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000002_0 TaskAttempt Transitioned from NEW to UNASSIGNED,E17,<*> TaskAttempt Transitioned from NEW to UNASSIGNED,"['a', 't', 't', 'e', 'm', 'p', 't', '_', '1', '4', '4', '5', '1', '4', '4', '4', '2', '3', '7', '2', '2', '_', '0', '0', '2', '0', '_', 'm', '_', '0', '0', '0', '0', '0', '2', '_', '0']"
98,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000003_0 TaskAttempt Transitioned from NEW to UNASSIGNED,E17,<*> TaskAttempt Transitioned from NEW to UNASSIGNED,"['a', 't', 't', 'e', 'm', 'p', 't', '_', '1', '4', '4', '5', '1', '4', '4', '4', '2', '3', '7', '2', '2', '_', '0', '0', '2', '0', '_', 'm', '_', '0', '0', '0', '0', '0', '3', '_', '0']"
99,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000004_0 TaskAttempt Transitioned from NEW to UNASSIGNED,E17,<*> TaskAttempt Transitioned from NEW to UNASSIGNED,"['a', 't', 't', 'e', 'm', 'p', 't', '_', '1', '4', '4', '5', '1', '4', '4', '4', '2', '3', '7', '2', '2', '_', '0', '0', '2', '0', '_', 'm', '_', '0', '0', '0', '0', '0', '4', '_', '0']"
100,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000005_0 TaskAttempt Transitioned from NEW to UNASSIGNED,E17,<*> TaskAttempt Transitioned from NEW to UNASSIGNED,"['a', 't', 't', 'e', 'm', 'p', 't', '_', '1', '4', '4', '5', '1', '4', '4', '4', '2', '3', '7', '2', '2', '_', '0', '0', '2', '0', '_', 'm', '_', '0', '0', '0', '0', '0', '5', '_', '0']"
101,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000006_0 TaskAttempt Transitioned from NEW to UNASSIGNED,E17,<*> TaskAttempt Transitioned from NEW to UNASSIGNED,"['a', 't', 't', 'e', 'm', 'p', 't', '_', '1', '4', '4', '5', '1', '4', '4', '4', '2', '3', '7', '2', '2', '_', '0', '0', '2', '0', '_', 'm', '_', '0', '0', '0', '0', '0', '6', '_', '0']"
102,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000007_0 TaskAttempt Transitioned from NEW to UNASSIGNED,E17,<*> TaskAttempt Transitioned from NEW to UNASSIGNED,"['a', 't', 't', 'e', 'm', 'p', 't', '_', '1', '4', '4', '5', '1', '4', '4', '4', '2', '3', '7', '2', '2', '_', '0', '0', '2', '0', '_', 'm', '_', '0', '0', '0', '0', '0', '7', '_', '0']"
103,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000008_0 TaskAttempt Transitioned from NEW to UNASSIGNED,E17,<*> TaskAttempt Transitioned from NEW to UNASSIGNED,"['a', 't', 't', 'e', 'm', 'p', 't', '_', '1', '4', '4', '5', '1', '4', '4', '4', '2', '3', '7', '2', '2', '_', '0', '0', '2', '0', '_', 'm', '_', '0', '0', '0', '0', '0', '8', '_', '0']"
104,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000009_0 TaskAttempt Transitioned from NEW to UNASSIGNED,E17,<*> TaskAttempt Transitioned from NEW to UNASSIGNED,"['a', 't', 't', 'e', 'm', 'p', 't', '_', '1', '4', '4', '5', '1', '4', '4', '4', '2', '3', '7', '2', '2', '_', '0', '0', '2', '0', '_', 'm', '_', '0', '0', '0', '0', '0', '9', '_', '0']"
105,2015-10-18,"18:01:53,885",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_r_000000_0 TaskAttempt Transitioned from NEW to UNASSIGNED,E17,<*> TaskAttempt Transitioned from NEW to UNASSIGNED,"['a', 't', 't', 'e', 'm', 'p', 't', '_', '1', '4', '4', '5', '1', '4', '4', '4', '2', '3', '7', '2', '2', '_', '0', '0', '2', '0', '_', 'r', '_', '0', '0', '0', '0', '0', '0', '_', '0']"
106,2015-10-18,"18:01:53,885",INFO,Thread-50,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"mapResourceRequest:<memory:1024, vCores:1>",E65,"mapResourceRequest:<memory:<*>, vCores:<*>","['1024', '1>']"
107,2015-10-18,"18:01:53,900",INFO,eventHandlingThread,org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler,"Event Writer setup for JobId: job_1445144423722_0020, File: hdfs://msra-sa-41:9000/tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job_1445144423722_0020_1.jhist",E41,"Event Writer setup for JobId: <*>, File: hdfs://<*>","['job_1445144423722_0020', 'msra-sa-41:9000/tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job_1445144423722_0020_1.jhist']"
108,2015-10-18,"18:01:53,900",INFO,Thread-50,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"reduceResourceRequest:<memory:1024, vCores:1>",E87,"reduceResourceRequest:<memory:<*>, vCores:<*>","['1024', '1>']"
109,2015-10-18,"18:01:54,791",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Before Scheduling: PendingReds:1 ScheduledMaps:10 ScheduledReds:0 AssignedMaps:0 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:0 ContRel:0 HostLocal:0 RackLocal:0,E24,Before Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,"['1', '10', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
110,2015-10-18,"18:01:54,838",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:10240, vCores:-17> knownNMs=4",E45,"getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*> knownNMs=<*>","['application_1445144423722_0020', '4', '0', '0', '0', '10240', '-17>', '4']"
111,2015-10-18,"18:01:54,853",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:10240, vCores:-17>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>","['10240', '-17>']"
112,2015-10-18,"18:01:54,853",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,['1']
113,2015-10-18,"18:01:55,854",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:10240, vCores:-17>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>","['10240', '-17>']"
114,2015-10-18,"18:01:55,854",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,['1']
115,2015-10-18,"18:01:56,916",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Got allocated containers 1,E46,Got allocated containers <*>,['1']
116,2015-10-18,"18:01:56,916",INFO,RMCommunicator Allocator,org.apache.hadoop.yarn.util.RackResolver,Resolved 04DN8IQ.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to <*>,"['04DN8IQ.fareast.corp.microsoft.com', '/default-rack']"
117,2015-10-18,"18:01:56,916",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Assigned container container_1445144423722_0020_01_000002 to attempt_1445144423722_0020_m_000000_0,E13,Assigned container <*> to <*>,"['container_1445144423722_0020_01_000002', 'attempt_1445144423722_0020_m_000000_0']"
118,2015-10-18,"18:01:56,916",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:8192, vCores:-19>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>","['8192', '-19>']"
119,2015-10-18,"18:01:56,916",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,['1']
120,2015-10-18,"18:01:56,916",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,After Scheduling: PendingReds:1 ScheduledMaps:9 ScheduledReds:0 AssignedMaps:1 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:1 ContRel:0 HostLocal:0 RackLocal:1,E11,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,"['1', '9', '0', '1', '0', '0', '0', '1', '0', '0', '1']"
121,2015-10-18,"18:01:57,072",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved 04DN8IQ.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to <*>,"['04DN8IQ.fareast.corp.microsoft.com', '/default-rack']"
122,2015-10-18,"18:01:57,104",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,The job-jar file on the remote FS is hdfs://msra-sa-41:9000/tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job.jar,E107,The job-jar file on the remote FS is hdfs://<*>,"['m', 's', 'r', 'a', '-', 's', 'a', '-', '4', '1', ':', '9', '0', '0', '0', '/', 't', 'm', 'p', '/', 'h', 'a', 'd', 'o', 'o', 'p', '-', 'y', 'a', 'r', 'n', '/', 's', 't', 'a', 'g', 'i', 'n', 'g', '/', 'm', 's', 'r', 'a', 'b', 'i', '/', '.', 's', 't', 'a', 'g', 'i', 'n', 'g', '/', 'j', 'o', 'b', '_', '1', '4', '4', '5', '1', '4', '4', '4', '2', '3', '7', '2', '2', '_', '0', '0', '2', '0', '/', 'j', 'o', 'b', '.', 'j', 'a', 'r']"
123,2015-10-18,"18:01:57,119",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,The job-conf file on the remote FS is /tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job.xml,E106,The job-conf file on the remote FS is <*>,"['/', 't', 'm', 'p', '/', 'h', 'a', 'd', 'o', 'o', 'p', '-', 'y', 'a', 'r', 'n', '/', 's', 't', 'a', 'g', 'i', 'n', 'g', '/', 'm', 's', 'r', 'a', 'b', 'i', '/', '.', 's', 't', 'a', 'g', 'i', 'n', 'g', '/', 'j', 'o', 'b', '_', '1', '4', '4', '5', '1', '4', '4', '4', '2', '3', '7', '2', '2', '_', '0', '0', '2', '0', '/', 'j', 'o', 'b', '.', 'x', 'm', 'l']"
124,2015-10-18,"18:01:57,119",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Adding #0 tokens and #1 secret keys for NM use for launching container,E6,Adding #<*> tokens and #<*> secret keys for NM use for launching container,"['0', '1']"
125,2015-10-18,"18:01:57,119",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Size of containertokens_dob is 1,E95,Size of containertokens_dob is <*>,['1']
126,2015-10-18,"18:01:57,119",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Putting shuffle token in serviceData,E81,Putting shuffle token in serviceData,"['P', 'u', 't', 't', 'i', 'n', 'g', ' ', 's', 'h', 'u', 'f', 'f', 'l', 'e', ' ', 't', 'o', 'k', 'e', 'n', ' ', 'i', 'n', ' ', 's', 'e', 'r', 'v', 'i', 'c', 'e', 'D', 'a', 't', 'a']"
127,2015-10-18,"18:01:57,260",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000000_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,E21,<*> TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,"['a', 't', 't', 'e', 'm', 'p', 't', '_', '1', '4', '4', '5', '1', '4', '4', '4', '2', '3', '7', '2', '2', '_', '0', '0', '2', '0', '_', 'm', '_', '0', '0', '0', '0', '0', '0', '_', '0']"
128,2015-10-18,"18:01:57,291",INFO,ContainerLauncher #0,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container container_1445144423722_0020_01_000002 taskAttempt attempt_1445144423722_0020_m_000000_0,E77,Processing the event EventType: <*> for container <*> taskAttempt <*>,"['CONTAINER_REMOTE_LAUNCH', 'container_1445144423722_0020_01_000002', 'attempt_1445144423722_0020_m_000000_0']"
129,2015-10-18,"18:01:57,291",INFO,ContainerLauncher #0,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Launching attempt_1445144423722_0020_m_000000_0,E62,Launching <*>,"['a', 't', 't', 'e', 'm', 'p', 't', '_', '1', '4', '4', '5', '1', '4', '4', '4', '2', '3', '7', '2', '2', '_', '0', '0', '2', '0', '_', 'm', '_', '0', '0', '0', '0', '0', '0', '_', '0']"
130,2015-10-18,"18:01:57,291",INFO,ContainerLauncher #0,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,Opening proxy : 04DN8IQ.fareast.corp.microsoft.com:54883,E74,Opening proxy : <*>:<*>,"['04DN8IQ.fareast.corp.microsoft.com', '54883']"
